Tweet,True danger tweet?,True non-danger tweet?
"#GamedayWeather 3 @OhioState at Illinois @IlliniAthletics kickoff at noon ET. Expect rain and winds at 17mph, mid 50s.",,1
"#Typhoon #Haiyan is closing in on #Vietnam, rainbands are already brushing Da Nang and Qui Nhon. http://ow.ly/i/3G5Iu ",1,
#GamedayWeather 13 LSU @LSUfball at 1 Bama @UA_Athletics kickoff at 8pET. Low 50s and mostly cloudy. #RollTide or #GoTigers?,,1
#SuperTyphoon #Haiyan (#Yolanda) is moving west through the #Philippines. Our thoughts are w/everyone in this storm. http://wxch.nl/1gvkv1h ,1,
Click to VOTE: #GamedayWeather are you: #TeamOregon http://wedgi.es/1dPUkPl or #TeamStanford http://wedgi.es/1dPUkPk ,,1
"JTWC: #SuperTyphoon #Haiyain (#Yolanda) landfall with the #Philippines ""is beginning"". Details here: http://wxch.nl/1aaJEcJ ",1,
RT @TWCMattSampson: Super Typhoon #Haiyan hitting The #Philippines now. Could be one of the worst in history pic.twitter.com/RSsbbBkTIN,,
"Dune erosion reported S of Sebastian Inlet, FL. High surf, rip currents, coastal flood threat continues. Alerts: http://wxch.nl/17D2s6Q",,
Exclusive: A slow-moving disaster is eating away at Louisiana. Here's what's at stake: http://wxch.nl/1cIcwt8  #LosingLouisiana,1,
"Freezing rain now reported in Baton Rouge, LA. Sleet as far E as Biloxi, MS. Lingering freezing drizzle as far south as Laredo, TX. #Kronos",,
We're still watching a pair of systems for potential impact during #SuperBowl week. http://wxch.nl/1eKkx2y  #weatherbowl #NFL,,
Slick roads have caused two fatal accidents on I-10 in southwest Louisiana (near mile marker 62 and 25). Via @nwslakecharles #Kronos,1,
"How our great, great, grandparents kept warm in the 1830's. #merchantshouse @weatherchannel @TWCMattSampson http://youtu.be/n1IEnactiKA?a ",,1
"Snow at the beach. #Kronos RT @irisheagle: Light snow at Galveston, TX. METAR KGLS 241152Z 02022KT -SN OVC011 01/00 #glswx #gls #txwx",,
They're building snowmen....in Louisiana and Texas! The latest photos and storm reports from Winter Storm #Kronos. http://wxch.nl/1eXzPiX ,,1
"These twin girls are playing outside in their first #snow in Rosepine, LA. http://wxch.nl/1bm95GF  #Kronos",,1
"3 to 4 inches of snow reported about an hour and a half north of #Houston in Polk County, Texas. Freezing rain in #Houston now. #Kronos",,
How some of the biggest waves on Earth are made. #mavericks #surfing http://youtu.be/NSJ4f5XTZTw?a ,,1
"#Kronos RT @staledogtears: @weatherchannel Approaching 3"" in Alexandria LA! pic.twitter.com/uOaXNWv6nm",,
San Antonio RT @wxprobrian: Some people have abandoned their vehicles at Hwy 281 and Loop 410 due to the ice. #TXwx pic.twitter.com/xif893Uvsf,,
"Austin, Texas #Kronos RT @lensmonkey: Ice is not nice in Austin. Take it slow, folks. pic.twitter.com/P5pJGeF8a5",,
"Thanks to Richard May from Alexandria, LA for this photo. 1.4"" of #snow officially, in Alexandria, La. from #Kronos. http://ow.ly/i/4nJFp ",,1
RT @mpgelpi: This is a Snow Day in south Louisiana! pic.twitter.com/dEPrvK7MBB,,
"5:20 am CT: 43 reports of roadway icing in Harris County, Texas (Houston area). #Kronos",,
Bitter cold wind chills this AM. 20 to 30 degrees below zero in the Great Lakes region: http://wxch.nl/1fbjGsz ,,
"4:40 am CT: Light snow reported at coast in Texas in Corpus Christi and Beaumont. Freezing rain, snow mixture reported in Houston. #Kronos",,
"Winter Storm #Kronos reports: Up to 2"" of snow reported in Centerville, TX (between Houston and Dallas). 1/4"" of ice near Seguin, TX",,
"Huge crash leaves 3 dead, 20 injured and hundreds stranded in near-zero weather. Find out where the stranded will go: http://ow.ly/sTDMJ ",,
Don’t get caught in a #tax trap. Watch video @WellsFargo Private Bank for year-end #tax planning strategies: http://spr.ly/6017jb59,,
Discover how #mobile device purchases are predicted to behave this year: #smallbiz http://spr.ly/6014jgis,,1
#WFeconomics: Growth is Still on the Slow Track [Read] http://spr.ly/6019jcYS,,1
Some #tax breaks will go away at year end. Are you ready? @WellsFargo Private Bank shares planning tips: http://spr.ly/6013jnRR,,1
Our thoughts are with those impacted by yesterday’s tornadoes in the Midwest. Customers who need assistance should call 1-888-818-9147.,,
"#HARP has expanded eligibility. If you were unable to qualify in the past, you may now be eligible - learn more: http://spr.ly/6019jPG9 ",,1
Get Smart about Credit Tip #6: New to credit? Read this simple guide to establishing a solid credit history: http://spr.ly/6015bww9 ,,1
"The #horses, the landscape, the colors. See what inspires our artists during a stagecoach photo shoot: http://spr.ly/6016berO ",,1
International #TravelTip: Purchase foreign currency at competitive exchange rates before your trip. [Current rates] http://spr.ly/6012jEN8 ,,1
Turn up the volume on your dreams by coming in to chat w/ @WellsFargo banker & prioritize your goals: http://spr.ly/6012j1xK ,,1
#WFeconomics: Economic Data Releases Largely Weaker than Expected [Read] http://spr.ly/6017b7ML ,,1
A cat can jump up to 5 times its own height in a single leap. #NationalCatWeek #GreatThings #CatFacts pic.twitter.com/yqYl9oD6Xc,,1
Get Smart about Credit Tip #4: Check your credit report once a year. Get started now: http://spr.ly/6016bwwE ,,
"R U a football fan near Eugene OR? [FIND] the @WellsFargo QB segway @ NOON today near 13th & Alder [SAY] ""#GoDucks"" & U might get a surprise",,1
Give back this Holiday season. Here are 7 questions to ask when considering a charity to support. #GreatThings,,1
What do you value most about being your own boss? #smallbiz #entrepreneur,,1
Interested in a @SBAgov loan for your #smallbiz? Find out how to navigate the loan process in 3 simple steps http://spr.ly/6015b2SH,,1
Hey @brd1971 we see you’re a #Ducks fan! We have a special surprise for you. DM us to find out more!,,1
Considering buying into a #franchise? @smallbiztrends shares some tips on what to think about before jumping in: http://spr.ly/6011be2l ,,
"Hey @LawDuck96, we see you’re a big #Ducks fan! We have a special #Cali surprise for you. DM us to find out more!",,1
What you need to know to prepare for a @SBAgov loan: @WellsFargo provides tips http://spr.ly/6018bvLM ,,1
#OEsummit2013 Attendees [Join us] at 9am for the “Women’s #Leadership Breakfast” w/ @WellsFargo #SocialMedia Director @ReneeDBrown,,1
"Before your company's #IPO, consider these #wealth planning strategies from @WellsFargo Private Bank: http://spr.ly/6013bUJc ",,1
Learn from a skilled craftsman what it takes to build a stagecoach: http://spr.ly/6016bePI ,,1
Looking to start a new venture? Ask yourself these 30 questions before starting a #smallbiz http://spr.ly/6012be00 ,,1
"#OESummit2013 Attendees: Join @WellsFargo’s June Carter, Jay Norvell & John Stotler at Workshops 1 & 6 [Schedule] http://spr.ly/6012baMe ",,1
The #Shutdown is temporarily over: what's next for #investors? Actions to consider from @WellsFargo Private Bank http://spr.ly/6012be3p ,,1
RT & join @WellsFargo in saluting @SERKETracing as they race to support #Veterans at #PLM @RoadAtlanta pic.twitter.com/72m1OHHcP2,,1
"In uncertain times, fixed #income #diversification may be more essential @WellsFargo Prvt Bank’s strategic insights: http://spr.ly/6018bjvG ",,
The improved @WellsFargo app for iPad gives u a “bigger picture” & more features to #GetBankingDone on the go. http://spr.ly/6011bnOJ ,,1
Uncertain times call for a financial strategy @WellsFargo Private Bank shares why the #debt ceiling is no different: http://spr.ly/6017bjZx ,,1
What do #investors need to know about the #debt ceiling? [Hear] a perspective from @WellsFargo Private Bank: http://spr.ly/6017bjTh ,,1
"Is your #smallbiz guilty of the ""Blink Factor?"" Find out in this article from @smallbiztrends: http://spr.ly/6019bTiJ",,
"Hey @DigiCellus, we heard you need some convincing to plan your birthday weekend. DM us to find out more!",,1
[Listen] to the @siriusxm @outq show on Financial Implications of #DOMA 10/13 10am ET: http://focusgroupradio.com/wellsfargo,,1
"MT @InformaResearch .@WellsFargo is bringing its NeighborhoodLIFT Program to #Charlotte, NC http://spr.ly/6012bVmG",,1
#WFeconomics: U.S. #GovernmentShutdown Delays Federal Data [Read] http://spr.ly/6017bPaN,,1
Finding your favorite food truck? Tricky. Locating a Wells Fargo ATM? Easy. [Find ATM] http://spr.ly/6011bKQ9  pic.twitter.com/UoipJM8FW6,,1
Here's a #GetBankingDone tip to help avoid overdrawing ur account [Video] http://spr.ly/6019w41l  [More] http://spr.ly/6010w41m  Member FDIC,,
MT #Blogalicious5 attendees can watch live pitches of attendees competing for a $5K grand prize from @WellsFargo http://spr.ly/6017wNS9,,1
"Mortgage customers needing assistance in #Colorado can call us on our Disaster Hotline, 888-818-9147. Further info:http://spr.ly/6015wtSV",,
Come visit the @WellsFargo “Let’s #Read America” tent at the @LibraryCongress National Book Festival on 9/21 & 9/22: http://spr.ly/6010wtu6,,1
"Find out if you’re on track with your #retirement savings w/ ""My Retirement Plan"" from @WellsFargo: http://spr.ly/6011wBMP ",,
Need help covering your #college costs? Mr. Fellows can help you figure it out! [watch]: http://spr.ly/6013w1VX  http://spr.ly/6014w1Vk ,,1
Safety first! Solve the quick tip below on how to keep your online accounts secure. pic.twitter.com/xlBe8QFYqj,,
Big thanks to the @AlabamaRedCross for everything you do & brightening Sara Beth's day after the fire [Blog]: http://bit.ly/174zxl6 ,,1
Develop a sound investment plan that offers more diversity vs. buying the hottest stocks [watch]: http://bit.ly/1c6htwN ,,1
81% of #Millennials wants to pay down debt before saving. Find ways to dig out of debt & save at the same time: http://bit.ly/15N2gfb ,,
[Watch] Do you have a financial road map? Are your investments diversified? Learn what you need to know [watch]: http://bit.ly/13ANzgr ,,1
Sending #money abroad? Use @WellsFargo ExpressSend® & get a special offer for a limited time. Learn more: http://bit.ly/15dBAW7 ,,1
Do you have financial goals? Do you have an investing strategy? Learn why you need one today! [Watch] http://bit.ly/18ySx23 ,,1
How do you keep your information secure while traveling abroad? #tipjar #safetravels pic.twitter.com/1hT4V3tgbC,1,
We are happy to join forces w/ the National Foundation for Credit Counseling to support the #Military - learn more:http://bit.ly/1bvUlZU ,,1
#Military families face unique financial challenges & we are here to help - learn more about Hands on Banking: http://bit.ly/1524I2z ,,1
Here's a tip that will help you stay on top of your finances & maintain good credit. Learn more [Infographic]: pic.twitter.com/0NREX5wDP9,,
#DidYouKnow tomorrow is #EmbraceYourGeeknessDay. RT if you embrace your inner geek everyday! #GetBankingDone,,1
For those customers impacted by the #AZ wildfires please contact us directly for assistance: http://bit.ly/17RF9Wj ,,
Show off your #redwhiteandblue. Personalize your debit card today. http://lynk.to/CDS4  pic.twitter.com/geUduaKLYZ,,1
Don't be surprised about #student #loans! Get facts: http://bit.ly/130fQ2B ,,1
Missed @SBAgov's Google+ hangout on how to get a business loan? @WellsFargo gives you tips for your #smallbiz [watch] http://bit.ly/16UIzDJ,,1
.@WellsFargo customers impacted by the #wildfires please call our disaster hotline for support: 888-818-9147,,
Happy Father's Day to all the Dads out there! We hope you enjoy your special day! pic.twitter.com/Z4M9EWeH2W,,1
.@WellsFargo has set up mobile banking hubs to support those affected by #Oklahoma tornadoes. http://bit.ly/1bcYyNw ,,1
It's #throwbackthursday & look what we found....it made us smile! [Billboard] pic.twitter.com/JT2uVjrSmx,,1
Secure banking from your mobile phone helps you #GetBankingDone Learn more: http://bit.ly/18wrul2  pic.twitter.com/KIkGBdG8VW,,
Bad with numbers? FREE #accounting tips for #Atlanta small businesses at @WellsFargo workshop on May 16. http://bit.ly/17OyNn0 ,,
"The dos and don'ts of #healthcare for your employees. #Atlanta small businesses, get advice at @WellsFargo event. http://bit.ly/11joE2w ",,
"Faster, easier & more convenient @WellsFargo #ATMs are all new! Tell us how you like the new look. http://bit.ly/12ebuke ",,1
#Didyouknow the most popular holiday movie is “It’s a Wonderful Life”? #GreatThings,,1
Do you qualify for a #HARP refinance on your home loan? Learn more: http://spr.ly/6013jnwJ ,,1
"You're welcome, @b_andrake! Happy Holidays to you and your daughter!",,1
Learn what people who saved 3x more for retirement have in common [read] the @wellsfargo study: http://spr.ly/6014d1pg ,,1
"#ICYMI last week, #WFeconomics released its 2014 Economic Outlook and hosted an open call. For more info: http://spr.ly/6013dD8t ",,1
Don’t let the #tax man surprise you! Watch latest video from @WellsFargo Private Bank for tax planning strategies http://spr.ly/6017jnrT ,,
"""Next to love, balance is the most important thing."" - John Wooden #QuoteOfTheWeek #smallbiz #GoFar",,1
"Mr. Fellows, THE “college advisor extraordinaire” has 5 easy steps for paying for #college http://spr.ly/6017w1FS  http://spr.ly/6018w1Fs ",,1
"""I've learned that you can't have everything and do everything at the same time."" - @Oprah #QuoteOfTheWeek #GoFar #smallbiz",,1
Tweet us a picture of your favorite holiday sweater! #GreatThings,,1
Great Thing No. 47: Wearing holiday spirit on your sleeve. #GreatThings pic.twitter.com/K85Umk4ZwD,,1
"#Didyouknow that Christmas sweaters were first mass manufactured under the name ""Jingle Bell Sweaters”. #GreatThings",,1
Learn how to save 3x more for retirement [read] the @wellsfargo study: http://spr.ly/6011d1pd ,,1
Check out #WFeconomics’ 2014 Economic Outlook report and access the playback from yesterday’s conference call: http://spr.ly/6014dD8Y ,,1
What 2 things will you do to grow your #smallbiz in #2014?,,1
Are you considering an #HSA? Here are some selection criteria tips from @nytimes [Read]: http://spr.ly/6013dGtf ,,1
Today is National Day of the Horse. [Retweet] to vote for STRAWBERRY #WFpony 2014. #NationalHorseDay @HI_mag,,1
Today is National Day of the Horse. [Retweet] to vote for EL TORO #WFpony 2014. #NationalHorseDay @HI_mag,,1
